Local authority name,Local authority code,Local authority website URL,Service name,Service URL,Operator name,Operator URL,Catalogue URL,Android app URL,iOS app URL,Email,Phone,New member URL,Libraries URL,Mobile libraries URL,Home service URL,Computer access URL,Wifi access URL,Fees and charges URL,Child fine,Adult fine,Fine interval,Fine notes,Fine free URL,Childrens service URL,Instagram name,Facebook page name,Twitter handle,YouTube ID,Flickr ID,Events URL,Eventbrite ID,Google calendar ID,Blog URL,Blog RSS feed,News URL,News signup URL,News RSS feed,Podcast name,Podcast URL,Podcast RSS feed,Borrowbox ID,Borrowbox offer,Overdrive name,Overdrive offer,RBDigital name,RBDigital offer,cloudLibrary name,cloudLibrary offer,uLibrary name,uLibrary offer,Ebook info URL,Audiobook info URL,Emagazines info URL,Ebook supplier,Ebook URL,Audiobook supplier,Audiobook URL,Library management system supplier,Library management system,Online catalogue system,Events,Time to read library,Library notification,Services,Green library
Na h-Eileanan Siar,S12000013,,,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/,,,https://wi.koha-ptfs.co.uk/,,,library.enquiries@cne-siar.gov.uk,01851 822744,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/library-membership-and-joining/,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/your-library/,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/your-library/mobile-library-service/,,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/learning-and-information/internet-and-computers/,,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/general-information/,£0.00,£0.00,,,,,,westernisleslibraries,wilibraries,,,https://www.cne-siar.gov.uk/leisure-sport-and-culture/libraries-and-archives/leabharlannan-nan-eilean-siar/news-events-and-features/events/,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://cne-siar.overdrive.com/,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5150,PTFS Europe,Koha,Koha,,,,,checked
Neath Port Talbot,W06000012,,,https://www.npt.gov.uk/libraries,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/npt_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,,,https://www.npt.gov.uk/5716,https://www.npt.gov.uk/5727,https://www.npt.gov.uk/1215,https://www.npt.gov.uk/1215,https://www.npt.gov.uk/1218,,https://www.npt.gov.uk/1228,£0.00,£0.00,,,,https://www.npt.gov.uk/1221,nptlibraries1,NPTLibraries,nptlibraries,,,https://www.npt.gov.uk/1471,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4152,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4152,SirsiDynix,Symphony,Portfolio,,,,,
Newcastle upon Tyne,E08000021,,,https://www.newcastle.gov.uk/services/newcastle-libraries-community-hubs,,,https://libraries.newcastle.gov.uk,https://play.google.com/store/apps/details?id=uk.co.solus.newcastlelibraries,https://itunes.apple.com/gb/app/newcastle-libraries/id589003285?ls=1&mt=8,information@newcastle.gov.uk,0191 2774100,https://www.newcastle.gov.uk/services/libraries-culture/using-newcastle-libraries/joining-newcastle-libraries,https://www.newcastle.gov.uk/services/libraries-culture/your-libraries,,https://www.newcastle.gov.uk/services/libraries-culture/accessibility/home-delivery-service,https://www.newcastle.gov.uk/services/libraries-culture/online-resources-and-library-computers/welcome-newcastle-libraries,https://www.newcastle.gov.uk/services/libraries-culture/online-resources-and-library-computers/welcome-newcastle-libraries,https://www.newcastle.gov.uk/services/libraries-culture/using-newcastle-libraries/library-charges-and-fines,£0.00,£0.00,,,,https://www.newcastle.gov.uk/services/libraries-and-culture/library-services-children-and-young-people,toonlibraries,NewcastleLibraries,ToonLibraries,UCx91MkYYfwBeJW-bOww-_ng,39821974@N06,https://www.newcastle.gov.uk/services/libraries-culture/events-and-whats,newcastle-libraries-3037748424,,https://www.newcastle.gov.uk/services/libraries-culture/newcastle-libraries-blog,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6334,RBDigital,https://newcastle.rbdigitalglobal.com/,PTFS Europe,Koha,Koha,,,,,checked
Newham,E09000025,,,https://www.newham.gov.uk/Pages/Category/Libraries.aspx,,,https://llc.ent.sirsidynix.net.uk/client/en_GB/newham/,https://play.google.com/store/apps/details?id=uk.co.solus.LLC,https://apps.apple.com/us/app/my-library-app/id1475794558,,03333 704700,https://www.newham.gov.uk/Pages/Services/Joining-a-library.aspx,https://www.newham.gov.uk/Pages/Services/Libraries-in-Newham-information.aspx,,,https://www.newham.gov.uk/Pages/Services/Library-computers-and-the-internet.aspx,https://www.newham.gov.uk/Pages/Services/Library-computers-and-the-internet.aspx,https://llc.ent.sirsidynix.net.uk/client/en_GB/newham/?rm=FINES+AND+FEES0%7C%7C%7C1%7C%7C%7C0%7C%7C%7Ctrue,£0.00,£0.24,Day,,,https://www.newham.gov.uk/Pages/Services/library-services-for-children-and-young-people.aspx,newhamlondon,Newham-Library,NewhamLibraries,UCyErdAzxu_rykDdpUHrEg9Q,,https://www.newham.gov.uk/Pages/Services/library-activities-and-events.aspx,,,,,,,,,,,,,,,,,,,,,,,,Overdrive,https://llc.overdrive.com/,RBDigital,https://llc.rbdigitalglobal.com/,SirsiDynix,Symphony,Portfolio,,,,,
Newport,W06000022,,,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Newport-Libraries.aspx,,,https://wales.ent.sirsidynix.net.uk/client/en_GB/newport_en,https://play.google.com/store/apps/details?id=uk.co.solus.LlyfrgelloeddCymru,https://apps.apple.com/us/app/id1528016233,lion@newport.gov.uk,,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Join-Newport-Libraries/Join-Newport-Libraries.aspx,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Find-a-library/Library-locations.aspx,,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Join-Newport-Libraries/Library-Housebound-service.aspx,https://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Computers/Computers.aspx,https://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Internet-Access.aspx,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Join-Newport-Libraries/Fees-and-Charges.aspx,£0.22,£0.22,Day,,,http://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Children-and-young-people.aspx,,LibrariesInNewport,Newport_Library,,,https://www.newport.gov.uk/en/Leisure-Tourism/Libraries/Events-and-activities/Events-and-activities.aspx,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4510,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4510,SirsiDynix,Symphony,Enterprise,,,,,
Norfolk,E10000020,,,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries,,,https://norfolk.spydus.co.uk,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile,https://itunes.apple.com/gb/app/spydus-mobile/id657672156,information@norfolk.gov.uk,0344 800 8020,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-library-account/join-the-library,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/locations-and-opening-times,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/mobile-libraries,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/library-services/home-library,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/computers-and-wifi,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-local-library/computers-and-wifi,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/your-library-account/charges-and-exemptions,£0.10,£0.10,Day,,,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/libraries-for-children-and-young-people,norfolklibraries,NorfolkLibrariesUK,NorfolkLibs,UCXWPpCCxMthT-mb3dPdzWZA,,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/whats-on,,,,,,https://www.norfolk.gov.uk/libraries-local-history-and-archives/libraries/libraries-newsletter,,Around the World in 80 Books,https://norfolklibrariespodcast.wordpress.com/,https://norfolklibrariespodcast.wordpress.com/feed/,,,,,,,,,,,,,,Overdrive,https://norfolk.overdrive.com/,RBDigital,https://norfolk.rbdigitalglobal.com/,Civica,Spydus,Spydus,"Creative writing,Poetry ,Reading,Reading",,,,checked
North Ayrshire,S12000021,,,https://www.north-ayrshire.gov.uk/libraries/libraries.aspx,,,https://north-ayrshire.spydus.co.uk,https://play.google.com/store/apps/details?id=uk.co.solus.northayrshire,https://itunes.apple.com/az/app/north-ayrshire-libraries/id589004339,contactus@north-ayrshire.gov.uk,01294 310000,https://www.north-ayrshire.gov.uk/libraries/join-the-library.aspx,https://www.north-ayrshire.gov.uk/libraries/find-a-library.aspx,https://www.north-ayrshire.gov.uk/libraries/find-a-library.aspx,https://www.north-ayrshire.gov.uk/libraries/find-a-library.aspx,https://www.north-ayrshire.gov.uk/libraries/computers-and-the-internet.aspx,https://www.north-ayrshire.gov.uk/libraries/computers-and-the-internet.aspx,https://www.north-ayrshire.gov.uk/libraries/find-reserve-and-renew-items.aspx,£0.00,£0.00,,,,https://www.north-ayrshire.gov.uk/libraries/children-young-people-and-families-libraries.aspx,,North-Ayrshire-Libraries-331241090815,NACLibraries,,,http://northayrshire.community/events/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6466,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6466,Civica,Spydus,Spydus,,,,,checked
North East Lincolnshire,E06000012,,,https://www.lincsinspirelibraries.com/,,,https://www.lincsinspirelibraries.com/,https://play.google.com/store/apps/details?id=uk.co.solus.LincsInspire,https://itunes.apple.com/us/app/lincs-inspire/id1249956560,libraries@lincsinspire.com,01472 323600,https://www.lincsinspirelibraries.com/web/arena/self-registration,https://www.lincsinspirelibraries.com/web/arena/branch-libraries-/-opening-hours,,https://www.lincsinspirelibraries.com/web/arena/home-library-service,https://www.lincsinspirelibraries.com/web/arena/local-internet-access,,https://lincsinspire.com/libraries-archives/library-archives-policies/,£0.20,£0.20,Day,,,https://www.lincsinspirelibraries.com/web/arena/children-and-young-people,,LILLibraries,LincsInspire,,,https://www.lincsinspire.com/development/ActivitiesandEvents,,,,,,,,,,,,,,,,,,,,,,,,RBDigital,https://northeastlincolnshire.rbdigitalglobal.com/,RBDigital,https://northeastlincolnshire.rbdigitalglobal.com/,Axiell,Spark,Arena,,,,,
North Lanarkshire,S12000050,,,https://culturenl.co.uk/libraries/,,,https://libraries.culturenl.co.uk/,,,libraries@culturenl.co.uk,01698 332626,https://culturenl.co.uk/libraries/join/,https://culturenl.co.uk/libraries/your-library/,https://culturenl.co.uk/libraries/your-library/mobile-library-service,https://culturenl.co.uk/libraries/your-library/home-delivery-service/,https://culturenl.co.uk/libraries/your-library-account/,https://culturenl.co.uk/libraries/your-library-account/,https://culturenl.co.uk/libraries/join/library-charges/,£0.00,£0.00,,,,https://culturenl.co.uk/libraries/young-people/,librariesnl,librariesnl,librariesnl,UCiHaOVNTGvBFN9OEkjnMXdA,,https://culturenl.co.uk/libraries/whats-on-libraries/,,,,,,,,For the love of books,https://culturenl.co.uk/libraries/whats-on-libraries/library-podcast/,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4670,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=4670,Infor,V-Smart,Iguana,,,,,
North Lincolnshire,E06000013,,,https://www.northlincs.gov.uk/schools-libraries-and-learning/,,,https://www.opac.northlincs.gov.uk,https://play.google.com/store/apps/details?id=uk.co.solus.NorthLincolnshire,https://apps.apple.com/gb/app/north-lincolnshire-libraries/id1534875231,,01724 860161,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/join-the-library/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/libraries-in-north-lincolnshire/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/the-mobile-library/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/home-library-service/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/computers-and-wifi-in-our-libraries/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/computers-and-wifi-in-our-libraries/,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/charges/,£0.00,£0.00,,,,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/faqs/,,northlincolnshirelibraries,,,,https://www.northlincs.gov.uk/schools-libraries-and-learning/libraries/events-coming-soon/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6463,RBDigital,https://northlincolnshire.rbdigitalglobal.com/,Axiell,OpenGalaxy,Arena,,,,,
North Northamptonshire,E06000061,,,https://www.northamptonshire.gov.uk/councilservices/library-service/Pages/default.aspx,,,https://www.librarycatalogue.northamptonshire.gov.uk/,https://play.google.com/store/apps/details?id=uk.co.solus.NorthamptonshireLibraries,https://apps.apple.com/gb/app/northamptonshire-libraries/id1054489011,centlib@firstforwellbeing.co.uk,,,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/list-of-libraries/Pages/default.aspx,,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/library-from-home.aspx,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/computers-internet-and-wi-fi.aspx,https://www.northamptonshire.gov.uk/councilservices/library-service/visiting-your-library/Pages/computers-internet-and-wi-fi.aspx,https://www.northnorthants.gov.uk/visiting-library/library-fees-and-charges,£0.05,£0.35,Day,,,https://www.northamptonshire.gov.uk/councilservices/library-service/children-and-families/Pages/default.aspx,northantslibraries,northamptonshirecentrallibrary,northamptonshirecentrallibrary,,,https://www.northamptonshire.gov.uk/councilservices/library-service/Pages/library-events.aspx,,,,,,https://northamptonshire.us10.list-manage.com/subscribe?u=74624e3569728e46cc9c5adc9&id=3cae3e5ce7,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=5230,Overdrive,https://northamptonshire.overdrive.com/,Axiell,OpenGalaxy,Arena,,,,,
North Somerset,E06000024,,,https://www.n-somerset.gov.uk/my-services/leisure/libraries/,,,https://www.librarieswest.org.uk,https://play.google.com/store/apps/details?id=uk.co.solus.librarieswest,https://itunes.apple.com/us/app/librarieswest/id935637390,libraries@n-somerset.gov.uk,01934 426010,https://www.n-somerset.gov.uk/my-services/leisure/libraries/join-a-library/jointhelibrary/,https://www.n-somerset.gov.uk/my-services/leisure/libraries/find-a-library/yourlocallibrary/,https://www.n-somerset.gov.uk/my-services/leisure/libraries/bringing-the-library-to-you/mobile-library/,https://www.n-somerset.gov.uk/my-services/leisure/libraries/bringing-the-library-to-you/home-library-service/,https://www.n-somerset.gov.uk/my-services/leisure/libraries/computer-access/library-computers/,https://www.n-somerset.gov.uk/my-services/leisure/libraries/computer-access/library-computers/,https://www.n-somerset.gov.uk/council-democracy/accounts-spending-insurance/fees-charges,£0.00,£0.20,Day,,,https://www.n-somerset.gov.uk/my-services/libraries-leisure-open-spaces/libraries/library-services/young-peoples-library-service,,nslibraries,nsomlibraries,UCS816MBA-HllfxvN5a9xhZg,,https://www.n-somerset.gov.uk/my-services/leisure/libraries/libraryevents/events-libraries/,,nslibevents@gmail.com,,,,,,,,,,,,,,,,,,,,,,Bibliotheca,https://ebook.yourcloudlibrary.com/library/LW,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6366,SirsiDynix,Symphony,Enterprise,,,,,
North Tyneside,E08000022,,,https://my.northtyneside.gov.uk/category/146/libraries,,,https://prism.librarymanagementcloud.co.uk/northtyneside,,,,0345 2000 101,https://capitadiscovery.co.uk/northtyneside/join,https://my.northtyneside.gov.uk/category/151/find-library,https://my.northtyneside.gov.uk/category/1012/cant-get-library,https://my.northtyneside.gov.uk/category/1012/cant-get-library,https://my.northtyneside.gov.uk/category/1019/computers-and-wi-fi,https://my.northtyneside.gov.uk/category/1019/computers-and-wi-fi,https://my.northtyneside.gov.uk/category/1011/charges,£0.00,£0.00,,,,https://my.northtyneside.gov.uk/category/1023/regular-activities-children,,NorthTynesideLibraries,NorthTyneLibs,,,https://my.northtyneside.gov.uk/events/libraries,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6353,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6353,Capita,Alto,Prism,,,,,
North Yorkshire,E06000065,,,https://www.northyorks.gov.uk/libraries-0,,,https://prism.librarymanagementcloud.co.uk/northyorkshire,https://play.google.com/store/apps/details?id=uk.co.solus.NorthYorkshire,https://apps.apple.com/gb/app/north-yorkshire-libraries/id1532062323,,01609 780 780,https://www.northyorks.gov.uk/how-join-library,https://www.northyorks.gov.uk/local-libraries,https://www.northyorks.gov.uk/supermobile-library,https://www.northyorks.gov.uk/home-library-service,https://www.northyorks.gov.uk/libraries-computers-and-internet,,https://www.northyorks.gov.uk/leisure-tourism-and-culture/libraries/library-charges-and-fines,£0.15,£0.35,Day,The most complicated fines mechanism possible,,https://www.northyorks.gov.uk/libraries-childrens-services,,nycclibraries,nycclibraries,,,https://www.northyorks.gov.uk/libraries-news-and-events,,,,,https://www.northyorks.gov.uk/libraries-news-and-events,,,,,,,,,,,,,,,,,,,Overdrive,https://northyorks.overdrive.com/,RBDigital,https://northyorkshire.rbdigitalglobal.com/,Capita,Alto,Prism,,,,,checked
Northern Ireland,N92000002,,,https://www.librariesni.org.uk/,,,https://lni.ent.sirsidynix.net.uk/client/en_GB/default/,https://play.google.com/store/apps/details?id=com.sirsidynix.LibrariesNIbm,https://apps.apple.com/gb/app/librariesni/id873149969,enquiries@librariesni.org.uk,0345 450 4580,https://www.librariesni.org.uk/_layouts/LNI_CustomPages/CreateLMSUsers.aspx,https://www.librariesni.org.uk/Libraries/Pages/libraries-home.aspx,https://www.librariesni.org.uk/Libraries/Pages/Mobile-Libraries.aspx,,https://www.librariesni.org.uk/Services/Pages/Computers.aspx,https://www.librariesni.org.uk/Pages/Wi-Fi.aspx,https://www.librariesni.org.uk/charges/,£0.00,£0.00,,,,https://www.librariesni.org.uk/Children/Pages/default.aspx,librariesni,LibrariesNorthernIreland,LibrariesNI,LibrariesNI,,https://www.librariesni.org.uk/Libraries/Pages/Events.aspx,,,,,,,,,,,,,librariesniuk,"Ebooks,Comics",librariesni,Magazines,,,,,https://www.librariesni.org.uk/Pages/eBooks.aspx,https://www.librariesni.org.uk/Pages/eBooks.aspx,https://www.librariesni.org.uk/eMagazines/Pages/default.aspx,Overdrive,https://librariesniuk.overdrive.com/,Overdrive,https://librariesniuk.overdrive.com/,SirsiDynix,Symphony,Enterprise,,,,,checked
Northumberland,E06000057,,,https://www.northumberland.gov.uk/Libraries-and-archives.aspx,,,https://northumberland.spydus.co.uk/,https://play.google.com/store/apps/details?id=com.civicalld.spydusmobile,https://apps.apple.com/gb/app/spydus-mobile/id657672156,mylibrary@northumberland.gov.uk,01670 620250,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRN/WPAC/JOIN,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/LOCALLIB,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/MOBILELIBRARY,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/HOMELIB,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/COMPUTERS,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/COMPUTERS,https://www.northumberland.gov.uk/Libraries-and-archives/Library-fees-and-charges.aspx,£0.21,£0.21,Day,Library fines suspended,,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/CHILDREN,nlandlibs,northumberlandlibraries,NlandLibs,,,https://northumberland.spydus.co.uk/cgi-bin/spydus.exe/MSGTRNGEN/WPAC/whatson,northumberland-libraries-12676562101,,,,https://www.northumberland.gov.uk/Libraries-and-archives/Library-news.aspx,,,,,,6442,"Ebooks,Audiobooks",,,northumberland,"Audiobooks,Ebooks,Magazines",,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6442,RBDigital,https://northumberland.rbdigitalglobal.com/,Civica,Spydus,Spydus,,,,,
Nottingham,E06000018,,,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries,,,https://emlib.ent.sirsidynix.net.uk/client/en_GB/nottcity,,,enquiryline@nottinghamcity.gov.uk,,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/join-the-library/,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/find-a-library,,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/find-a-library/home-library-service,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/computers-and-wifi-in-libraries/,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/computers-and-wifi-in-libraries/,https://www.nottinghamcitylibraries.co.uk/our-services/charges-fees/,£0.20,£0.20,Day,,,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/using-the-library/,nottmlibraries,NottinghamLibraries,readingnottm,UC4kRrWUnHLsnvm4dtM05Yig,,https://www.nottinghamcity.gov.uk/leisure-and-culture/libraries/library-activities-and-events/,,,,,,,,,,,,,,,,,,,,,,,,Bolinda,https://fe.bolindadigital.com/wldcs_bol_fo/b2i/mainPage.html?b2bSite=6414,Ulverscroft,https://nottinghamcity.ulverscroftulibrary.com/,SirsiDynix,Symphony,Portfolio,,,,,checked
